title,price,sales,seller_rating,CPU,cores,RAM,size_of_RAM_GB,size_of_HDD_GB,size_of_SSD_GB,Видеопроцессор,Операционная система,Страна производства,Гарантийный срок(мес.)
"Компьютер, Системный Блок, ПК Intel i3",18156₽,Купили более 5 раз,4.1,Intel Core i3,4,0,8,,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",24183₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,8,500,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",20868₽,Купили менее 5 раз,4.1,Intel Core i3,4,0,8,1000,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",29456₽,Купили менее 5 раз,4.1,Intel Core i7,8,0,16,1000,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",22978₽,Купили менее 5 раз,4.1,Intel Core i3,4,0,16,1000,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",22827₽,0,4.1,Intel Core i3,4,0,4,1000,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",25237₽,Купили менее 5 раз,4.1,Intel Core i7,8,0,4,1000,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",20717₽,Купили более 10 раз,4.1,Intel Core i5,4,0,16,,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",23580₽,0,4.1,Intel Core i7,8,0,4,,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",21772₽,0,4.1,Intel Core i3,4,0,4,1000,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",21621₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,4,,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",22827₽,0,4.1,Intel Core i3,4,0,8,1000,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",29306₽,0,4.1,Intel Core i7,8,0,4,1000,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",21320₽,0,4.1,Intel Core i5,4,0,4,1000,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",23279₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,4,1000,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",18608₽,Купили менее 5 раз,4.1,Intel Core i3,4,0,8,500,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",19060₽,0,4.1,Intel Core i5,4,0,4,500,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",26443₽,Купили менее 5 раз,4.1,Intel Core i7,8,0,16,1000,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",19210₽,0,4.1,Intel Core i3,4,0,16,,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",19663₽,Купили более 5 раз,4.1,Intel Core i5,4,0,8,,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",28402₽,Купили менее 5 раз,4.1,Intel Core i7,8,0,16,1000,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",17553₽,0,4.1,Intel Core i3,4,0,4,500,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",26292₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,16,500,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",23279₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,16,500,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",18759₽,Купили более 10 раз,4.1,Intel Core i3,4,0,16,500,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",30360₽,Купили менее 5 раз,4.1,Intel Core i7,8,0,8,1000,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",23128₽,0,4.1,Intel Core i7,8,0,8,500,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",17101₽,Купили менее 5 раз,4.1,Intel Core i3,4,0,8,,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",20114₽,Купили менее 5 раз,4.1,Intel Core i7,8,0,8,500,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",24786₽,Купили менее 5 раз,4.1,Intel Core i3,4,0,16,500,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",18608₽,0,4.1,Intel Core i5,4,0,4,,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",19512₽,Купили менее 5 раз,4.1,Intel Core i7,8,0,4,,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",28251₽,Купили более 5 раз,4.1,Intel Core i7,8,0,16,500,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",17101₽,Купили менее 5 раз,4.1,Intel Core i3,4,0,4,,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",22375₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,8,1000,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",24333₽,0,4.1,Intel Core i5,4,0,4,1000,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",23279₽,0,4.1,Intel Core i7,8,0,4,1000,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",20265₽,Купили более 10 раз,4.1,Intel Core i5,4,0,16,500,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",20114₽,Купили более 10 раз,4.1,Intel Core i5,4,0,8,500,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",27347₽,0,4.1,Intel Core i5,4,0,4,1000,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",19813₽,0,4.1,Intel Core i3,4,0,4,1000,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",20567₽,0,4.1,Intel Core i7,8,0,8,,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",29005₽,0,4.1,Intel Core i3,4,0,16,1000,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",25840₽,0,4.1,Intel Core i3,4,0,4,1000,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",25087₽,0,4.1,Intel Core i7,8,0,4,500,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",18608₽,Купили более 10 раз,4.1,Intel Core i5,4,0,8,,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",21169₽,0,4.1,Intel Core i5,4,0,8,500,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",26292₽,0,4.1,Intel Core i7,8,0,4,1000,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",16047₽,Купили менее 5 раз,4.1,Intel Core i3,4,0,4,,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",17553₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,4,,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",22676₽,Купили более 5 раз,4.1,Intel Core i7,8,0,16,,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",24936₽,0,4.1,Intel Core i3,4,0,16,1000,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",28402₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,8,1000,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",20114₽,0,4.1,Intel Core i3,4,0,4,,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",17101₽,Купили более 50 раз,4.1,Intel Core i5,4,0,4,500,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",24183₽,0,4.1,Intel Core i7,8,0,16,500,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",21621₽,Купили более 20 раз,4.1,Intel Core i7,8,0,8,,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",26744₽,Купили более 5 раз,4.1,Intel Core i7,8,0,16,,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",23731₽,Купили менее 5 раз,4.1,Intel Core i7,8,0,16,,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",26443₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,16,1000,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",24484₽,0,4.1,Intel Core i5,4,0,16,1000,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",24333₽,0,4.1,Intel Core i7,8,0,8,1000,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",21772₽,0,4.1,Intel Core i3,4,0,16,500,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",32470₽,Купили более 10 раз,4.1,Intel Core i7,8,0,16,1000,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",23882₽,0,4.1,Intel Core i3,4,0,8,1000,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",30511₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,16,1000,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",19060₽,Купили более 5 раз,4.1,Intel Core i7,8,0,4,500,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",21772₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,16,,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",18608₽,0,4.1,Intel Core i3,4,0,4,500,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",18156₽,Купили более 10 раз,4.1,Intel Core i5,4,0,8,500,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",23279₽,Купили менее 5 раз,4.1,Intel Core i3,4,0,16,,500.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",24333₽,0,4.1,Intel Core i5,4,0,8,1000,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",20717₽,0,4.1,Intel Core i3,4,0,16,500,120.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",15594₽,Купили более 30 раз,4.1,Intel Core i3,4,0,4,500,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i5",20114₽,Купили менее 5 раз,4.1,Intel Core i5,4,0,4,500,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i3",19663₽,Купили менее 5 раз,4.1,Intel Core i3,4,0,8,500,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",27347₽,0,4.1,Intel Core i7,8,0,8,1000,250.0,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",22224₽,Купили более 10 раз,4.1,Intel Core i7,8,0,16,500,,Intel HD Graphics 2000,0,0,12
"Компьютер, Системный Блок, ПК Intel i7",25237₽,Купили менее 5 раз,4.1,Intel Core i7,8,0,16,500,250.0,Intel HD Graphics 2000,0,0,12
Компьютер MonoX ПК,12500₽,Купили более 10 раз,3.5,AMD E1-6010,2,0,4,,120.0,AMD,0,0,0
Игровой Компьютер Robotcomp Star 2.0,43190₽,Купили более 5 раз,4.7,AMD Athlon,2,1,16,,500.0,NVIDIA GeForce GTX 1650,2,0,36
Игровой Компьютер Robotcomp Star 2.0 V2,47899₽,Купили более 5 раз,4.7,AMD Athlon,2,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Star 2.0 V1,43190₽,Купили менее 5 раз,4.7,AMD Athlon,2,1,16,,500.0,NVIDIA GeForce GTX 1650,2,0,36
Игровой Компьютер Robotcomp Star 2.0 V2,47899₽,Купили менее 5 раз,4.7,AMD Athlon,2,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Star 2.0 V3,43366₽,Купили более 10 раз,4.7,AMD Athlon,2,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой Компьютер Robotcomp Star 2.0 V3,43366₽,0,4.7,AMD Athlon,2,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
Игровой компьютер Infinite Space,80496₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3050,0,не указано,0
Игровой компьютер Infinite Space 2,83304₽,0,4.7,AMD Ryzen 5,6,1,32,1000,500.0,NVIDIA GeForce RTX 3050,0,не указано,0
Игровой компьютер Infinite Space 2,83304₽,0,4.7,AMD Ryzen 5,6,1,32,1000,500.0,NVIDIA GeForce RTX 3050,0,не указано,0
Игровой компьютер Infinite Space One,96400₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,0
Игровой компьютер Infinite Space One,96400₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,0
Игровой компьютер Infinite Space S,93592₽,0,4.7,AMD Ryzen 5,6,1,32,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,0
Игровой компьютер Infinite Space S,93592₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,32,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,0
Игровой компьютер Infinite Space X,92656₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,0
Игровой компьютер Infinite Space X,92656₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,0
Игровой Компьютер NAGIBATOR AMD RYZEN 5 4600G SSD 512GB,35940₽,Купили более 200 раз,4.9,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,0,12
Игровой компьютер Roo24 i5 White Cloud V1,65356₽,Купили более 100 раз,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой компьютер MonoX CleanWoptiv2,20432₽,0,3.5,Intel Core i5,,0,4,500,120.0,Без видеокарты,0,0,0
Игровой компьютер MonoX Starlinkbasev1,33440₽,Купили менее 5 раз,3.5,Intel Core i5,4,0,8,500,120.0,NVIDIA GeForce GT 1030,0,0,0
Игровой компьютер Life Tech Bastion,25500₽,Купили более 100 раз,4.4,Intel Core i5,2,0,8,,250.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp М16 2.0 V1 Plus,69131₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GTX 1660,2,0,36
Игровой компьютер Roo24 AMD 5600G,36597₽,Купили более 30 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,0,36
Игровой компьютер Infinite Space,74872₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3050,0,не указано,0
Игровой компьютер Infinite Space,74872₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3050,0,не указано,0
Игровой компьютер Infinite Space 2,77752₽,0,4.7,AMD Ryzen 5,6,1,32,3000,500.0,NVIDIA GeForce RTX 3050,0,не указано,0
Игровой компьютер Infinite Space X,87040₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,0
Игровой компьютер Infinite Space One,89848₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,0
Игровой компьютер Infinite Space One,89848₽,0,4.7,AMD Ryzen 5,6,1,16,1000,500.0,NVIDIA GeForce RTX 3060,0,не указано,0
Игровой компьютер Roo24 X4 950 GT1030V2,35275₽,Купили более 5 раз,4.7,AMD Athlon,4,1,16,,500.0,NVIDIA GeForce GT 1030,0,0,36
Компьютер Зеон для актуальных игр S707,64909₽,Купили более 20 раз,4.7,AMD Ryzen 5,6,1,16,,1000.0,NVIDIA GeForce RTX 3050,3,0,24
Игровой Компьютер Robotcomp Robotcomp M16 2.0 V2 Plus,83316₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GTX 1660,0,0,36
Игровой Компьютер Robotcomp Robotcomp М16 2.0 V3 Plus,66710₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GTX 1660,0,0,36
Мощный игровой компьютер Robotcomp Борей V3 Plus,107659₽,Купили менее 5 раз,4.7,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3060,0,0,36
Мощный игровой компьютер Robotcomp Борей V3 Plus,107659₽,Купили более 5 раз,4.7,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3060,0,0,36
Мощный игровой компьютер Robotcomp Борей V2 Plus,122003₽,Купили более 5 раз,4.7,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3060,0,0,36
Мощный игровой компьютер Robotcomp Борей V2 Plus,122003₽,Купили более 10 раз,4.7,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3060,0,0,36
Игровой компьютер Fire Rose,87112₽,0,4.7,Intel Core i7,12,1,16,1000,500.0,NVIDIA GeForce GTX 1650,0,не указано,0
Игровой компьютер Fire Rose,87112₽,0,4.7,Intel Core i7,12,1,16,1000,500.0,NVIDIA GeForce GTX 1650,0,не указано,0
Игровой компьютер Fire Rose 2,90792₽,0,4.7,Intel Core i7,12,1,16,1000,500.0,NVIDIA GeForce RTX 3050,0,не указано,0
Игровой компьютер Fire Rose 2,90792₽,0,4.7,Intel Core i7,12,1,16,1000,500.0,NVIDIA GeForce RTX 3050,0,не указано,0
Игровой компьютер Fire Rose 4,118872₽,Купили менее 5 раз,4.7,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3070,0,не указано,0
Игровой компьютер Fire Rose 4,118872₽,Купили менее 5 раз,4.7,Intel Core i7,12,1,32,1000,500.0,NVIDIA GeForce RTX 3070,0,не указано,0
ПК IRU Game 310H5GMA MT,67640₽,0,4.4,Intel Core i5,6,1,64,,1000.0,не заполнено,5,0,36
ПК IRU Office 310H5SM MT,35740₽,Купили менее 5 раз,4.4,Intel Core i5,6,1,64,,250.0,не заполнено,5,0,36
ПК IRU Game 510H5GM MT,74240₽,Купили менее 5 раз,4.4,Intel Core i5,6,1,64,,1000.0,не заполнено,5,0,36
ПК IRU Game 310H5GMA MT,78090₽,0,4.4,Intel Core i5,6,1,64,,1000.0,не заполнено,5,1,36
ПК IRU Game 510B5GMA,95536₽,Купили менее 5 раз,4.4,Intel Core i5,6,1,64,,1000.0,не заполнено,5,0,36
ПК IRU Game 310H5GMA MT,82490₽,0,4.4,Intel Core i5,6,1,64,,1000.0,не заполнено,5,0,36
ПК IRU Office 310H5SM MT,45090₽,0,4.4,Intel Core i5,6,1,64,,500.0,не заполнено,5,0,36
ПК IRU Office 310H5SF,28590₽,0,4.4,Intel Core i3,4,1,64,,250.0,не заполнено,5,0,36
ПК IRU Office 310H5SM MT,32440₽,Купили менее 5 раз,4.4,Intel Core i3,4,1,64,,500.0,не заполнено,5,0,36
ПК IRU Office 310H5SF,30790₽,0,4.4,Intel Core i3,4,1,64,,250.0,не заполнено,5,0,36
ПК IRU Office 310H5SM MT,23640₽,Купили менее 5 раз,4.4,Intel Pentium,2,1,64,,250.0,не заполнено,5,0,36
Игровой Компьютер Robotcomp Штурм V1,139846₽,Купили менее 5 раз,4.7,Intel Core i7,12,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой Компьютер Robotcomp Штурм V3,147546₽,Купили менее 5 раз,4.7,Intel Core i7,12,1,32,,1000.0,NVIDIA GeForce RTX 3070,0,0,36
Компьютер VX2670G CI3-10100 DT.VTFER.03F,29380₽,Купили более 10 раз,0.0,Intel Core i3,4,1,4,500,,Intel UHD Graphics 630,3,1,0
Компьютер N4680G PMD-G6405 W10P DT.VUSER.00D,25740₽,Купили менее 5 раз,0.0,Intel Pentium,2,1,4,,120.0,Intel UHD Graphics 610,0,1,0
Игровой Компьютер Robotcomp Pantera V1,79046₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp Pantera V1 Plus,75040₽,0,4.7,AMD Ryzen 5,6,1,32,,500.0,NVIDIA GeForce RTX 3050,2,0,36
Игровой Компьютер Robotcomp Pantera V2,84183₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Мощный Компьютер Robotcomp Pantera V2 Plus,77763₽,0,4.7,AMD Ryzen 5,6,1,32,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp Pantera V3,79979₽,0,4.7,AMD Ryzen 5,6,1,16,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Мощный Компьютер Robotcomp Pantera V3 Plus,81055₽,Купили менее 5 раз,4.7,AMD Ryzen 5,6,1,32,,500.0,NVIDIA GeForce RTX 3050,0,0,36
Игровой Компьютер Robotcomp Аллигатор V1 Power,35052₽,Купили более 20 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,2,0,36
Игровой Компьютер Robotcomp Аллигатор V1 Power,35052₽,Купили более 10 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,2,0,36
Игровой Компьютер Robotcomp Зевс V2,173447₽,Купили менее 5 раз,4.7,Intel Core i9,16,1,32,2000,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой Компьютер Robotcomp Зевс V2,173447₽,0,4.7,Intel Core i9,16,1,32,2000,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой Компьютер Robotcomp Зевс V3,174388₽,Купили более 5 раз,4.7,Intel Core i9,16,1,32,2000,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой Компьютер Robotcomp Зевс V3,174388₽,Купили более 5 раз,4.7,Intel Core i9,16,1,32,2000,500.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой компьютер Roo24 AMD 5600G,35814₽,Купили более 100 раз,4.7,AMD Ryzen 5,6,1,16,,500.0,AMD Radeon Vega 7,0,0,36
" Компьютер intel 4 ядра/4GB/SSD-256/Монитор-19""",25600₽,Купили менее 5 раз,4.5,,4,не заполнено,4,,250.0,NVIDIA GeForce GT 610,1,0,12
Игровой компьютер Roo24 Gaming S4 Plus,51994₽,0,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1630,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,49915₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1630,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,45240₽,0,4.7,Intel Core i3,4,1,8,,500.0,NVIDIA GeForce GTX 1630,0,0,36
Игровой компьютер Roo24 Gaming S4 Plus,47318₽,Купили менее 5 раз,4.7,Intel Core i3,4,1,16,,500.0,NVIDIA GeForce GTX 1630,0,0,36
Игровой компьютер Roo24 x4 950 GT1030V1,32580₽,Купили более 20 раз,4.7,AMD Athlon,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Град V2,161021₽,Купили менее 5 раз,4.7,Intel Core i7,12,1,32,2000,500.0,NVIDIA GeForce RTX 3070,0,0,36
Игровой компьютер Roo24 x4 950 GT1030V1,32580₽,Купили более 10 раз,4.7,AMD Athlon,4,1,8,,500.0,NVIDIA GeForce GT 1030,0,0,36
Игровой Компьютер Robotcomp Град V3,169472₽,Купили более 5 раз,4.7,Intel Core i7,12,1,32,2000,500.0,NVIDIA GeForce RTX 3070,0,0,36
Компьютер Acer Veriton N4670G (i3/10100/8 /128),33639₽,Купили менее 5 раз,0.0,Intel Core i3,,1,8,,120.0,Intel UHD Graphics 630,3,1,0
Мощный игровой компьютер Град 2.0 V2,188093₽,Купили более 5 раз,4.7,Intel Core i7,12,1,32,2000,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Мощный игровой компьютер Град 2.0 V3,194299₽,Купили более 10 раз,4.7,Intel Core i7,12,1,32,2000,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Мощный игровой компьютер Зевс 2.0 V2,209955₽,Купили менее 5 раз,4.7,Intel Core i9,16,1,32,2000,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Мощный игровой компьютер Зевс 2.0 V2,209955₽,Купили менее 5 раз,4.7,Intel Core i9,16,1,32,2000,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Мощный игровой компьютер Зевс 2.0 V3,214954₽,Купили более 20 раз,4.7,Intel Core i9,16,1,64,2000,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Мощный игровой компьютер Зевс 2.0 V3,214954₽,Купили более 5 раз,4.7,Intel Core i9,16,1,64,2000,1000.0,NVIDIA GeForce RTX 3080,0,0,36
Игровой Компьютер Robotcomp М16 2.0 V1,76188₽,Купили более 40 раз,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce GTX 1660,2,0,36
Игровой Компьютер Robotcomp M1620 V2,66234₽,Купили более 10 раз,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce GTX 1660,0,0,36
Игровой Компьютер Robotcomp M1620 V3,71829₽,Купили более 5 раз,4.7,Intel Core i5,6,1,16,,1000.0,NVIDIA GeForce GTX 1660,0,0,36
Игровой Компьютер Robotcomp М16 2.0 V1 Plus,67436₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GTX 1660,2,0,36
Игровой Компьютер Robotcomp Robotcomp M16 2.0 V2 Plus,81682₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GTX 1660,0,0,36
Игровой Компьютер Robotcomp Robotcomp М16 2.0 V3 Plus,87777₽,0,4.7,Intel Core i5,6,1,32,,1000.0,NVIDIA GeForce GTX 1660,0,0,36
Игровой Компьютер Robotcomp M-16 V1,55625₽,Купили более 5 раз,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce GTX 1650,2,0,36
Игровой Компьютер Robotcomp M-16 V1 Plus,61533₽,Купили более 5 раз,4.7,Intel Core i5,6,1,32,,500.0,NVIDIA GeForce GTX 1650,2,0,36
Игровой Компьютер Robotcomp M-16 V2,54943₽,Купили менее 5 раз,4.7,Intel Core i5,6,1,16,,500.0,NVIDIA GeForce GTX 1650,0,0,36
